Bk Sales Account Id Int,Sales Account Group Name,Business Entity Descr,Bk Product Id,Contract Type,Contract Line End Fiscal Quarter,Sntc Sspt Offer Flag,Covered Item Qty,Annualized Extended Contract Line List Usd Amount,ANNUALIZED_CONTRACT_LINE_NET_USD_AMOUNT,Product Unit List Price,Service List Price,CORRECTED_CONTRACT_LINE_NET_USD_AMOUNT
203721067,ARAMCO SERVICES COMPANY,Security,SF-FMC-6.3-K9,SSSNT,20231,Solution Support,1.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Routing,CAB-C13-C14-2M,SNT,20253,Smartnet Total Care,4.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Routing,PVDM3-32U64,SNTP,20224,Smartnet Total Care,1.000000,0.0,0.0,1500.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,C9300-DNA-A-24,SSTC,20243,,1.000000,672.9612431444241,336.48062157221204,0.0,2017.04,1008.52
203721067,ARAMCO SERVICES COMPANY,Enterprise Routing,S29UK9-15503M,SNTP,20224,Smartnet Total Care,1.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,C9300-DNA-E-24,SSTC,20253,,6.000000,3678.2999999999997,538.62,0.0,3678.2999999999997,1615.8600000000001
203721067,ARAMCO SERVICES COMPANY,Enterprise Routing,CISCO2921-V/K9,SNTP,20224,Smartnet Total Care,1.000000,1568.0,1199.2176815023472,5150.0,1568.0,1207.36
203721067,ARAMCO SERVICES COMPANY,Data Center Switching,SFP-10G-LR,SPC4P,20232,SP Base,3.572730,0.0,24.079778560696322,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Data Center Switching,NXK-ACC-KIT-1RU,SNT,20253,Smartnet Total Care,2.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Data Center Switching,SFP-10G-LR=,SPC4P,20232,SP Base,6.351520,0.0,42.80849521901568,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Data Center,DISTI-STOCKING,SNT,20252,Smartnet Total Care,3.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,IOT Software,PWR-IE170W-PC-AC,SNT,20224,Smartnet Total Care,1.000000,0.0,0.0,1655.78,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,WS-C3850-48T-S-RF,SNT,20252,Smartnet Total Care,2.000000,6292.02,1501.9066666666668,19298.78,6292.02,4505.72
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,PWR-C1-715WAC-P/2,SPC4P,20232,SP Base,1.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Security,FMC-M5-HDD-600G,SSSNT,20231,Solution Support,4.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,PWR-C1-715WAC-P,SPC4P,20232,SP Base,1.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,C9200L-48T-4X-A,SNT,20242,Smartnet Total Care,8.000000,2738.500914076783,1945.8839179387573,38173.12,8208.0,5877.84
203721067,ARAMCO SERVICES COMPANY,Enterprise Routing,ISR4331/K9,SNTP,20232,Smartnet Total Care,1.000000,822.05,558.99,3495.0,822.05,558.99
203721067,ARAMCO SERVICES COMPANY,Collaboration,CAB-ETH-5M-GR+,ECDN,20224,TELEPRESENCE CUSTOMERS,1.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,IOT Software,PWR-RGD-AC-DC-H,SNT,20252,Smartnet Total Care,1.000000,0.0,0.0,700.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Routing,SM-S-BLANK,SNTP,20224,Smartnet Total Care,1.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,C9500-NM-BLANK,SNT,20242,Smartnet Total Care,2.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Wireless,AIR-TPM2-001,SPC4P,20232,SP Base,2.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Security,SNS-RAID-M5,SNT,20241,Smartnet Total Care,1.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,PWR-C1-715WAC,SPC4P,20232,SP Base,13.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,SFP-10G-LR=,SPCS,20232,SP Base,1.940000,0.0,8.1721069056,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,SP Routing,SFP-10G-SR=,SPCS,20232,SP Base,0.470040,0.0,0.5040022475980801,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Routing,ISR4451-X/K9,SPC4P,20232,SP Base,1.000000,0.0,260.62319441664,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,SP Routing,GLC-TE,SPC4P,20232,SP Base,0.507160,0.0,0.4078532357222401,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,CAB-TA-NA,SNT,20242,Smartnet Total Care,12.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,SP Routing,GLC-LH-SMD,SPC4P,20232,SP Base,0.253580,0.0,0.4369856097024,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,WS-C3560CX-8PC-S,SPC4P,20232,SP Base,2.000000,428.0,242.02,0.0,428.0,242.02
203721067,ARAMCO SERVICES COMPANY,Collaboration,SPBOARD-CBLMGMT,ECDN,20224,TELEPRESENCE CUSTOMERS,1.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Security,ESA-AMP-LIC=,ESAMP,20231,,70000.000000,685299.9999999999,93566.66666666664,0.0,9.79,397600.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,SC9300UK9-173,SNT,20272,Smartnet Total Care,6.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Wireless,AIR-CAP2702I-B-K9,SPC4P,20232,SP Base,1.000000,0.0,4.518784512,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,GLC-LH-SMD=,SPC4P,20232,SP Base,15.566400,0.0,26.825036654592004,898.336944,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,DN2-MR-X32G2RT-H,SSSNT,20242,Solution Support,8.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Wireless,AIR-AP-T-RAIL-R,SPC4P,20232,SP Base,4.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,DN2-SD-64G-S,SSSNT,20242,Solution Support,1.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Wireless,AIR-CAP2702I-A-K9,SPC4P,20232,SP Base,1.000000,88.0,49.76,0.0,88.0,49.76
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,C3850-24XS-L-S,SNT,20252,Smartnet Total Care,2.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Data Center Switching,GLC-GE-100FX=,SPC4P,20232,SP Base,0.395750,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Routing,ISR4351/K9-RF,SNTP,20232,Smartnet Total Care,1.000000,1834.79,1247.66,4800.0,1834.79,1247.66
203721067,ARAMCO SERVICES COMPANY,IOT Software,IOT-OTHER,SPC4P,20232,SP Base,1.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Data Center Switching,GLC-LH-SMD,SPC4P,20232,SP Base,0.031660,0.0,0.0545585787648,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,WS-C3850-24XS-S,SNT,20252,Smartnet Total Care,2.000000,11303.82,2698.22,33523.37999999998,11303.82,8094.66
203721067,ARAMCO SERVICES COMPANY,Security,SW-36X5-ISE-K9,SNT,20241,Smartnet Total Care,1.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Data Center Switching,SFP-GE-T,SPC4P,20224,SP Base,0.063320,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,PWR-C1-350WAC-P,SNT,20272,Smartnet Total Care,6.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,SP Routing,GLC-SX-MMD,SPC4P,20232,SP Base,0.760740,0.0,0.6015887711877121,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Wireless,AIR-CHNL-ADAPTER,SPC4P,20232,SP Base,3.000000,0.0,0.0,57.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,SP Routing,GLC-FE-100FX-RGD,SPC4P,20232,SP Base,0.126790,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Wireless,AIR-BZL-C220M4,SPC4P,20232,SP Base,2.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,SP Routing,GLC-TE,SSSNT,20231,Solution Support,0.253580,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Security,ASA-IC-B-BLANK,SSSNT,20233,Solution Support,2.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Data Center Switching,CAB-9K12A-NA,SSSNT,20242,Solution Support,2.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,PWR-C3-BLANK,SNT,20252,Smartnet Total Care,2.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Data Center Switching,GLC-LH-SMD-RF,SPC4P,20232,SP Base,0.158300,0.0,0.27279289382399996,115.761624,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Routing,MEM-2900-512U1.5GB,SNTP,20224,Smartnet Total Care,1.000000,0.0,0.0,450.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Wireless,PI-LFAS-T,SSTC,20264,,1.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Routing,HWIC-BLANK,SNTP,20224,Smartnet Total Care,1.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Data Center Switching,NXOS-10.1.1,SNT,20253,Smartnet Total Care,2.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,WS-C3850-48PW-S,SPCS,20232,SP Base,1.000000,1088.0,615.23,14790.0,1088.0,615.23
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,C3850-DNA-OPTOUT,SNT,20252,Smartnet Total Care,2.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Wireless,AIR-AP3802I-B-K9,SPC4P,20232,SP Base,76.000000,9576.0,5435.7855208558085,98978.2,9576.0,5415.120000000001
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,S3850UK9-169,SNT,20252,Smartnet Total Care,1.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,DN2-PSU1-770W,SSSNT,20242,Solution Support,2.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,C3850-NM-2-10G,SPC4P,20232,SP Base,11.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,DN2-CPU-I6238,SSSNT,20242,Solution Support,2.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,C3KX-NM-1G,SPC4P,20232,SP Base,2.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Routing,SM-D-BLANK,SNTP,20224,Smartnet Total Care,1.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,C9500-DNA-16X-A,SSTC,20243,,2.000000,14249.7,998.3917733089579,0.0,14249.7,2992.44
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,SFP-H10GB-CU5M,SPC4P,20232,SP Base,0.970000,0.0,0.22287564287999997,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,PWR-C5-BLANK,SNT,20242,Smartnet Total Care,8.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,PWR-C4-950WAC-R/2,SNT,20242,Smartnet Total Care,2.000000,0.0,0.0,4214.7,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,C9300-DNA-E-24S,SSTC,20273,,1.000000,1022.09,94.03200000000001,0.0,1022.09,470.16
203721067,ARAMCO SERVICES COMPANY,Data Center Switching,C1-SUBS-OPTOUT,SNT,20253,Smartnet Total Care,2.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,SP Routing,SFP-10G-LR,SPC4P,20232,SP Base,1.057590,0.0,7.128031787458561,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,SP Routing,GLC-T,SPC4P,20224,SP Base,0.380370,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Security,FPR4K-SSD-BBLKD,SSSNT,20231,Solution Support,2.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,CAB-US515-C15-US,SNT,20252,Smartnet Total Care,7.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,IOT Software,SFP-10G-LR,SPC4P,20232,SP Base,0.004680,0.0,0.031542647685119996,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Security,R-ISE-VMS-K9=,ECMU,20252,,1.000000,1387.0,993.23,6420.0,4161.0,2979.69
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,PWR-C1-715WAC,SNT,20252,Smartnet Total Care,2.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Security,FMC-M5-MSTOR-SD,SSSNT,20231,Solution Support,1.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,IOT Software,GLC-LH-SMD=,SNT,20224,Smartnet Total Care,0.474360,0.0,0.0,273.75315600000005,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Wireless,SW3802-CAPWAP-K9,SPC4P,20232,SP Base,4.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Data Center Switching,N9K-C93180YC-FX3,SNT,20253,Smartnet Total Care,2.000000,2162.0,1536.2166666666665,55275.0,6486.0,4644.62
203721067,ARAMCO SERVICES COMPANY,Collaboration,FL-CUBEE-5,SNTP,20224,Smartnet Total Care,1.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,C9500-NW-A,SNT,20242,Smartnet Total Care,2.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Routing,MEM-43-4G,SNTP,20232,Smartnet Total Care,1.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Data Center Switching,CAB-9K12A-NA,SNT,20241,Smartnet Total Care,2.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Security,L-FPR4140T-T=,FTDHI,20231,,2.000000,95184.66,53323.30159162667,0.0,47592.33,55207.1
203721067,ARAMCO SERVICES COMPANY,Enterprise Routing,MEM-4400-DP-2G,SPC4P,20232,SP Base,1.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Data Center,DISTI-STOCKING,SPC4P,20232,SP Base,1.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,SFP-10G-LR-S,SNT,20242,Smartnet Total Care,15.520000,0.0,0.0,31148.64000000001,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,IOT Software,SFP-H10GB-CU5M,SPC4P,20232,SP Base,0.001040,0.0,0.00023895945215999997,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,FAN-T3-R,SNT,20252,Smartnet Total Care,14.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,GLC-T,SPC4P,20224,SP Base,2.334960,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Data Center Switching,NXA-FAN-35CFM-PI,SNT,20253,Smartnet Total Care,8.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,SP Routing,GLC-LH-SMD-RF,SPC4P,20232,SP Base,1.267900,0.0,2.184928048512,927.189912,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,WS-C3850-48XS-S,SNT,20252,Smartnet Total Care,4.000000,26426.76,6308.066666666667,135101.96,26426.76,18924.2
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,X2-10GB-LR,SPC4P,20232,SP Base,0.747200,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Security,SNS-PSU1-770W,SNT,20241,Smartnet Total Care,2.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,C9200-STACK-BLANK,SNT,20242,Smartnet Total Care,16.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Security,FMC-M5-MRAID-12G,SSSNT,20231,Solution Support,1.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Data Center Switching,GLC-TE,SSSNT,20231,Solution Support,0.031660,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Routing,MEM-44-4G,SPC4P,20232,SP Base,1.000000,0.0,0.0,0.0,0.0,0.0
203721067,ARAMCO SERVICES COMPANY,Enterprise Networking,NETWORK-PNP-LIC,SNT,20242,Smartnet Total Care,10.000000,0.0,0.0,0.0,0.0,0.0
